0.0239408	0.0412372	-0.0436862	-0.0145878	-0.0353532	-0.0318461	-0.0274756	-0.0418032	-0.0230774	-0.0215382	0.0349082	0.0490099	-0.0399154	-0.0345144	-0.037807	0.00874411	-0.00817789	-0.017846	-0.0251343	0.0465271	-0.00291432	-0.0347719	-0.0440165	-0.0419065	-0.0211736	0.0149128	-0.0240695	-0.0476922	-0.0226284	0.00981098	-0.0224209	-0.0420194
-0.0124039	0.0395416	0.00670369	0.0582941	-0.124713	0.120365	0.00866253	0.143594	-0.0260392	0.0943934	0.0740296	0.037348	-0.00654108	0.0450738	0.0102449	-0.11017	0.00698215	-0.0176759	0.0777376	0.0662955	-0.0456306	-0.00407199	0.0229779	0.0286826	0.0454022	-0.0118827	0.0114179	-0.0523792	0.0209578	-0.0106708	-0.0118662	0.0770994
-0.0527228	-0.0373516	0.164998	0.0713166	-0.118417	-0.0206447	0.12866	0.0936618	0.0249596	-0.0446022	0.0656714	0.03204	0.0872895	-0.00919451	0.0674574	-0.0576471	-0.0991157	-0.0619009	0.0961209	0.125603	-0.0528653	0.021086	0.0677677	0.0334053	0.0259235	-0.13401	0.00196078	-0.120358	0.0745796	0.0791638	-0.0916753	-0.146766
-0.0703357	-0.0734423	0.140211	-0.0124385	-0.0211049	-0.0264816	0.0565409	0.132152	-0.0392287	-0.0644059	-0.0660792	0.0310397	0.0484735	-0.0163482	0.0889453	-0.0669465	0.051818	-0.0686646	-0.0127683	-0.0377427	-0.135298	0.0647616	0.0382898	0.171809	0.05938	-0.180539	-0.0215681	0.0652251	0.00757993	-0.00977042	-0.107725	-0.192434
-0.00392479	-0.110763	0.00146248	0.0545639	-0.208878	0.00580112	0.161049	0.188997	0.0723472	-0.0247734	-0.244752	0.166169	0.0614055	-0.193182	0.0257625	-0.14292	-0.105426	0.160761	0.0398611	-0.204821	0.212108	0.198736	-0.0564287	0.109024	0.0682653	-0.210977	0.00922054	-0.157221	0.0312734	0.055138	-0.1231	-0.0807701
0.0320893	0.00416959	-0.0209287	0.0704451	-0.189794	0.0207845	0.156093	0.101682	-0.027412	0.0570961	-0.234786	0.11744	0.0632118	-0.130758	0.0472059	-0.267201	-0.0174847	0.014978	0.0316108	-0.219559	0.209854	0.15211	-0.089884	0.0240775	0.0154155	-0.015698	-0.00290801	-0.181391	0.040578	0.149906	-0.023699	0.223503
0.0011753	-0.0110149	-0.0693338	0.0155729	-0.090439	0.0488805	0.011739	0.0587939	-0.0725497	-0.121605	-0.100601	0.0917343	-0.0288356	0.03164	0.0741195	-0.0864067	0.084838	0.0556001	-0.0780241	-0.0520536	0.0727885	0.118693	-0.115124	0.0412348	0.0327327	-0.0409726	-0.0993	0.00162559	-0.0944465	-0.0201125	-0.00911155	0.0709088
0.0634902	-0.0488727	0.00805874	-0.0277551	-0.000135203	0.083974	-0.0795385	0.0958997	0.0935668	-0.179396	-0.0874139	-0.0178063	0.148525	-0.0593009	-0.0385475	-0.0410806	-0.106751	0.0557423	0.017399	-0.132815	0.0593137	0.0705414	0.0356079	-0.0181283	-0.0663944	-0.0375265	-0.0846777	-0.0443001	0.0848014	0.110551	0.00971088	0.00402679
-0.0425252	-0.0670913	-0.108026	-0.00706482	-0.0112387	0.100156	0.0756353	0.148203	-0.0336677	-0.0663596	-0.0843588	0.133075	0.0392627	-0.0562152	-0.0981291	-0.0980324	-0.0383021	-0.0420323	0.0417495	-0.104083	-0.00753546	0.0607315	-0.0616646	0.0641023	-0.00981375	-0.112004	-0.0686306	-0.0873822	-0.00841966	0.0853505	0.0464125	0.0604572
-0.031393	-0.0288892	-0.0793533	-0.0167019	-0.106556	-0.0294985	0.0289161	0.0287532	-0.0720123	0.0117691	-0.147627	0.0999163	0.0309619	-0.163818	0.00837129	-0.145621	0.0801287	0.127873	-0.0104595	-0.176813	0.0809505	0.0204061	-0.0938448	0.00878433	-0.201983	-0.0479696	-0.126191	-0.0954765	-0.0392582	0.0222823	-0.0399924	0.106052
-0.00853609	0.177534	0.0971787	0.13689	-0.0504339	0.0330727	-0.0296425	-0.0276646	0.197879	-0.0806958	0.142271	-0.197085	0.125068	-0.000452842	-0.124503	-0.0594104	-0.199951	0.0521023	0.234806	0.254693	-0.104519	0.119016	0.203314	0.0311149	-0.0782991	0.0532444	-0.0329173	-0.0321877	0.140512	0.0790503	0.0088552	0.0147744
-0.135021	-0.125225	0.0842822	-0.00690017	-0.145793	0.0804951	0.130919	0.11514	0.100357	0.0995558	-0.264077	0.0184945	0.0339369	-0.16992	-0.0662423	-0.0404694	0.0493782	0.208878	-0.0738064	-0.201075	0.202815	0.1394	0.0176122	0.150848	-0.184358	-0.0811146	0.0506596	-0.178749	0.107307	0.218657	-0.00660343	0.0769737
-0.00746949	-0.122917	-0.0474591	-0.0415693	-0.113346	0.0877819	-0.0183242	0.104423	0.069401	0.0614239	-0.216489	0.157854	0.0284443	-0.190549	-0.00934959	-0.110535	-0.053417	0.091691	0.0390961	-0.189699	0.167344	0.117273	0.00539917	0.0472869	-0.0736139	-0.0845683	-0.0992838	-0.0408903	0.00274271	0.13083	0.0116623	0.1445
-0.0109102	-0.0115795	0.0904311	0.0314811	0.0716208	-0.19145	0.0713386	-0.0537605	-0.157076	-0.108723	0.0999022	-0.0744512	-0.0172267	0.0216545	0.230859	0.0529045	0.0636038	0.0453311	0.027795	0.115452	-0.0771104	-0.00997128	0.0514254	0.0173895	0.0480031	-0.111647	-0.0323016	-0.0119747	-0.0793591	-0.0660948	-0.211415	-0.243374
-0.0457671	0.0284322	0.0241013	0.0689332	-0.0111174	0.0986892	0.0315728	0.0218168	0.035958	-0.091094	-0.0588753	-0.0273077	0.0164392	-0.0685639	-0.079196	-0.0467345	-0.0737205	0.12602	-0.0219887	-0.0714993	0.00568475	0.0836741	-0.0234125	0.052563	-0.103582	0.0467739	0.112699	-0.00387712	0.0732867	0.0690524	-0.0108256	0.163691
0.0168411	-0.0552265	0.0957129	0.0741925	-0.0453353	0.0375952	0.102212	0.114844	0.12039	-0.186163	-0.0637625	-0.0264268	0.186489	-0.105438	-0.0730569	-0.0219226	-0.0193344	0.16407	0.0522532	-0.119465	-0.0618429	0.14929	0.146334	0.0566107	0.0354657	-0.0220789	0.00358507	-0.0548074	0.0584477	0.0196309	-0.0262964	-0.249453
0.0173906	0.0324403	0.186374	-0.00408239	-0.0950205	0.00705609	0.115118	0.159163	0.107841	-0.0117658	-0.0887559	-0.144834	0.136262	-0.120331	-0.137962	-0.0963103	-0.192433	0.111146	0.119261	-0.0447681	0.0287073	0.116902	0.154543	0.140678	-0.113137	-0.13052	-0.0114111	-0.136654	0.132542	0.0950999	-0.156732	0.0372425
0.0348373	0.074646	0.010935	0.0359892	-0.0374346	0.0228613	-0.0935602	-0.00638381	0.0918552	-0.0851493	-0.113596	-0.0614944	0.0461837	-0.0140771	-0.0202594	0.073433	-0.0664976	0.164774	0.0674953	-0.0313758	0.021013	0.00474232	0.0342739	-0.121953	-0.0626178	0.0660447	-0.0238797	3.78016e-05	0.0943917	-0.0071172	0.0426775	-0.0132435
-0.0742967	-0.108217	-0.046481	-0.0593547	-0.0606959	-0.0234604	-0.0262165	0.0535831	-0.00254548	-0.0121536	-0.096659	0.0529333	0.0872598	-0.156762	0.109381	-0.13636	-0.00409269	0.0664862	0.0112777	-0.124784	0.132553	0.0459018	0.0456528	0.0321801	-0.0829851	-0.103046	-0.0692826	-0.0932631	0.0322298	0.025894	-0.0241303	-0.00853421
-0.00225879	-0.00017482	0.104716	0.0116649	0.0683785	-0.134756	0.03458	-0.0379182	-0.0478187	-0.135638	0.119929	0.0470648	-0.0922773	0.0868834	0.0568061	0.132839	0.0354887	-0.0152535	0.0207065	0.163841	-0.126365	0.00472618	0.0571749	0.0387914	0.0440536	0.0100082	-0.0247875	0.018341	-0.00805735	-0.058588	0.00877191	-0.222188
-0.0847644	0.0852067	-0.0714469	-0.0312912	-0.13996	0.168857	-0.0142285	0.0568774	0.0419978	0.119278	-0.121794	-0.0562068	0.0635224	-0.0114652	-0.00754517	-0.156492	0.0365091	0.0141965	-0.0381047	-0.122049	-0.0445359	0.075762	0.00559372	-0.000262826	-0.0274009	0.038483	0.00477163	-0.0512457	0.0295277	0.0705467	0.0977606	0.137104
