0.0294488	0.0283565	0.0226191	-0.0128541	-0.023728	0.0179295	-0.00697475	-0.047493	-0.00655388	-0.0303707	0.0268247	-0.0367785	0.0250337	0.021183	-0.0345923	-0.0107647	-0.010197	-0.00651209	0.0474224	-0.0167401	0.048333	-0.00864917	-0.0178962	0.0170144	-0.00935046	0.0134907	-0.0165643	-0.016703	-0.00516703	-0.0416858	0.0252176	-0.0119626
0.276529	0.577647	0.305272	-0.216874	-0.328888	-0.278995	0.235429	0.329025	-0.112751	0.279501	0.0646835	-0.227161	0.427832	-0.0476072	-0.243938	-0.445164	-0.174458	-0.440252	0.568058	-0.256636	-0.280729	0.289703	-0.355433	-0.264184	0.404617	0.191432	0.29114	0.278338	0.318322	-0.417034	0.321021	0.219243
0.549089	-0.0269394	0.338714	-0.321416	-0.692391	-0.192872	0.275772	0.0614667	-0.232713	0.444667	0.316798	-0.551947	0.461847	-0.332739	-0.50728	-0.16913	-0.323645	-0.310278	0.55989	-0.724408	-0.345592	0.488774	-0.202287	-0.514434	0.559492	0.403424	0.386156	0.222046	0.283248	-0.330366	0.248634	0.636386
0.337994	0.162715	0.586596	-0.213949	-0.539811	-0.352312	0.542377	0.15798	-0.24457	0.44078	0.191966	-0.356079	0.517534	-0.4199	-0.389428	-0.118802	-0.441584	-0.355953	0.486735	-0.562082	-0.365239	0.430476	-0.434967	-0.644154	0.583512	0.459584	0.274315	0.146335	0.227423	-0.406231	0.268597	0.446571
0.497346	-0.0586754	0.348081	-0.475869	-0.567447	-0.523289	0.278777	0.458688	-0.378644	0.453935	0.731252	-0.935841	0.376366	-0.268592	-0.571483	-0.0222568	0.172729	-0.429004	0.198515	-0.618271	-0.111191	0.705653	-0.0542024	-0.481263	0.626949	0.54153	0.694536	0.339847	0.262427	-0.640881	0.245123	0.78606
0.49995	0.210234	0.43019	-0.449807	-0.569474	-0.438907	0.344112	0.480369	-0.351668	0.387298	0.60047	-0.703046	0.383725	-0.0944402	-0.449092	-0.419576	-0.193889	-0.40809	0.243572	-0.309434	-0.208296	0.538228	-0.445747	-0.369757	0.45391	0.636372	0.432208	0.507288	0.267672	-0.469311	0.156546	0.476729
0.358901	0.324808	0.306308	-0.425038	-0.395637	-0.297589	0.215776	0.498809	-0.31481	0.261139	0.589401	-0.439932	0.203288	-0.203885	-0.140001	-0.300633	-0.238634	-0.433816	0.379343	-0.403467	-0.173059	0.352065	-0.42164	-0.239536	0.291452	0.34605	0.507532	0.368492	0.0689725	-0.341689	0.280404	0.171617
0.209184	0.529112	0.263896	-0.473475	-0.410532	-0.587408	0.269919	0.704908	-0.511419	0.487016	0.597407	-0.538759	0.614498	-0.357174	-0.385794	-0.44826	-0.272028	0.0267976	0.0217874	-0.457375	-0.141221	0.419647	-0.299023	-0.453091	0.320066	0.703296	0.479492	0.408953	0.358759	-0.305088	0.250804	0.303684
0.300299	0.219487	0.46238	-0.557317	-0.567207	-0.341912	0.349275	0.24556	-0.247852	0.236153	0.301131	-0.626796	0.311893	-0.222166	-0.321606	-0.235296	-0.205058	-0.547385	0.545147	-0.431753	-0.142247	0.320773	-0.367275	-0.282901	0.394284	0.279771	0.557955	0.245045	0.140903	-0.58825	0.336743	0.33149
0.269311	0.360139	0.230255	-0.699249	-0.245903	-0.57932	0.212118	0.478596	-0.380135	0.0947958	0.556736	-0.552401	0.272954	-0.181167	-0.377586	-0.299767	-0.226421	-0.329325	0.345962	-0.0891204	-0.241606	0.504546	-0.428514	-0.170594	0.224167	0.191844	0.62907	0.340698	0.397522	-0.553398	0.286596	0.590534
